zip,lat,lon,city,state,county
90077,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90078,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90079,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90080,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90081,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90082,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90083,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90084,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90086,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90087,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90088,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90089,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90091,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90093,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90094,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90095,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90096,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90097,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90099,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90101,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90102,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90103,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90174,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90185,33.786594,-118.298662,Los Angeles,CA,Los Angeles
90201,33.976663,-118.168903,Bell,CA,Los Angeles
90202,33.786594,-118.298662,Bell Gardens,CA,Los Angeles
90209,33.786594,-118.298662,Beverly Hills,CA,Los Angeles
90210,33.786594,-118.298662,Beverly Hills,CA,Los Angeles
90211,33.786594,-118.298662,Beverly Hills,CA,Los Angeles
90212,33.786594,-118.298662,Beverly Hills,CA,Los Angeles
90213,33.786594,-118.298662,Beverly Hills,CA,Los Angeles
90220,33.874815,-118.240208,Compton,CA,Los Angeles
90221,33.879565,-118.21681,Compton,CA,Los Angeles
90222,33.909915,-118.235654,Compton,CA,Los Angeles
90223,33.786594,-118.298662,Compton,CA,Los Angeles
90224,33.786594,-118.298662,Compton,CA,Los Angeles
90230,33.786594,-118.298662,Culver City,CA,Los Angeles
90231,33.786594,-118.298662,Culver City,CA,Los Angeles
90232,33.786594,-118.298662,Culver City,CA,Los Angeles
90233,33.786594,-118.298662,Culver City,CA,Los Angeles
90239,33.786594,-118.298662,Downey,CA,Los Angeles
90240,33.946363,-118.119461,Downey,CA,Los Angeles
90241,33.939164,-118.125851,Downey,CA,Los Angeles
90242,33.922714,-118.139969,Downey,CA,Los Angeles
90245,33.786594,-118.298662,El Segundo,CA,Los Angeles
90247,33.888315,-118.295256,Gardena,CA,Los Angeles
90248,33.877165,-118.269605,Gardena,CA,Los Angeles
90249,33.858866,-118.299106,Gardena,CA,Los Angeles
90250,33.786594,-118.298662,Hawthorne,CA,Los Angeles
90251,33.786594,-118.298662,Hawthorne,CA,Los Angeles
90254,33.786594,-118.298662,Hermosa Beach,CA,Los Angeles
90255,33.977987,-118.213137,Huntington Park,CA,Los Angeles
90260,33.786594,-118.298662,Lawndale,CA,Los Angeles
90261,33.786594,-118.298662,Lawndale,CA,Los Angeles
90262,33.924538,-118.202954,Lynwood,CA,Los Angeles
90263,33.786594,-118.298662,Malibu,CA,Los Angeles
90264,33.786594,-118.298662,Malibu,CA,Los Angeles
90265,33.786594,-118.298662,Malibu,CA,Los Angeles
90266,33.786594,-118.298662,Manhattan Beach,CA,Los Angeles
90267,33.786594,-118.298662,Manhattan Beach,CA,Los Angeles
90270,33.988463,-118.187376,Maywood,CA,Los Angeles
90272,33.786594,-118.298662,Pacific Palisades,CA,Los Angeles
90274,33.786594,-118.298662,Palos Verdes Peninsula,CA,Los Angeles
90275,33.786594,-118.298662,Rancho Palos Verdes,CA,Los Angeles
90277,33.786594,-118.298662,Redondo Beach,CA,Los Angeles
90278,33.987613,-118.179754,Redondo Beach,CA,Los Angeles
90280,33.937714,-118.193403,South Gate,CA,Los Angeles
90290,33.786594,-118.298662,Topanga,CA,Los Angeles
90291,33.786594,-118.298662,Venice,CA,Los Angeles
90292,33.786594,-118.298662,Marina Del Rey,CA,Los Angeles
90293,33.786594,-118.298662,Playa Del Rey,CA,Los Angeles
90294,33.786594,-118.298662,Venice,CA,Los Angeles
90295,33.786594,-118.298662,Marina Del Rey,CA,Los Angeles
90296,33.786594,-118.298662,Playa Del Rey,CA,Los Angeles
90301,33.786594,-118.298662,Inglewood,CA,Los Angeles
90302,33.786594,-118.298662,Inglewood,CA,Los Angeles
90303,33.786594,-118.298662,Inglewood,CA,Los Angeles
90304,33.786594,-118.298662,Inglewood,CA,Los Angeles
90305,33.786594,-118.298662,Inglewood,CA,Los Angeles
90306,33.786594,-118.298662,Inglewood,CA,Los Angeles
90307,33.786594,-118.298662,Inglewood,CA,Los Angeles
90308,33.786594,-118.298662,Inglewood,CA,Los Angeles
90309,33.786594,-118.298662,Inglewood,CA,Los Angeles
90310,33.786594,-118.298662,Inglewood,CA,Los Angeles
90311,33.786594,-118.298662,Inglewood,CA,Los Angeles
90312,33.786594,-118.298662,Inglewood,CA,Los Angeles
90313,33.786594,-118.298662,Inglewood,CA,Los Angeles
90397,33.786594,-118.298662,Inglewood,CA,Los Angeles
90398,33.786594,-118.298662,Inglewood,CA,Los Angeles
90401,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90402,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90403,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90404,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90405,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90406,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90407,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90408,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90409,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90410,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90411,33.786594,-118.298662,Santa Monica,CA,Los Angeles
90501,33.835665,-118.303805,Torrance,CA,Los Angeles
90502,33.833816,-118.293405,Torrance,CA,Los Angeles
90503,33.786594,-118.298662,Torrance,CA,Los Angeles
90504,33.786594,-118.298662,Torrance,CA,Los Angeles
90505,33.786594,-118.298662,Torrance,CA,Los Angeles
90506,33.786594,-118.298662,Torrance,CA,Los Angeles
90507,33.786594,-118.298662,Torrance,CA,Los Angeles
90508,33.786594,-118.298662,Torrance,CA,Los Angeles
90509,33.786594,-118.298662,Torrance,CA,Los Angeles
90510,33.786594,-118.298662,Torrance,CA,Los Angeles
90601,34.004311,-118.0441,Whittier,CA,Los Angeles
90602,33.971839,-118.036578,Whittier,CA,Los Angeles
90603,33.947372,-117.995297,Whittier,CA,Los Angeles
90604,33.932663,-118.009085,Whittier,CA,Los Angeles
90605,33.944312,-118.017424,Whittier,CA,Los Angeles
90606,33.967162,-118.036999,Whittier,CA,Los Angeles
90607,33.786594,-118.298662,Whittier,CA,Los Angeles
90608,33.786594,-118.298662,Whittier,CA,Los Angeles
90609,33.786594,-118.298662,Whittier,CA,Los Angeles
90610,33.786594,-118.298662,Whittier,CA,Los Angeles
90612,33.786594,-118.298662,Whittier,CA,Los Angeles
90620,33.640302,-117.769442,Buena Park,CA,Orange
90621,33.640302,-117.769442,Buena Park,CA,Orange
90622,33.640302,-117.769442,Buena Park,CA,Orange
90623,33.640302,-117.769442,La Palma,CA,Orange
90624,33.640302,-117.769442,Buena Park,CA,Orange
90630,33.640302,-117.769442,Cypress,CA,Orange
90631,33.640302,-117.769442,La Habra,CA,Orange
90632,33.640302,-117.769442,La Habra,CA,Orange
90633,33.640302,-117.769442,La Habra,CA,Orange
90637,33.786594,-118.298662,La Mirada,CA,Los Angeles
90638,33.900863,-118.007297,La Mirada,CA,Los Angeles
90639,33.905813,-118.018247,La Mirada,CA,Los Angeles
90640,33.786594,-118.298662,Montebello,CA,Los Angeles
90650,33.906763,-118.076549,Norwalk,CA,Los Angeles
90651,33.786594,-118.298662,Norwalk,CA,Los Angeles
90652,33.786594,-118.298662,Norwalk,CA,Los Angeles
90659,33.786594,-118.298662,Norwalk,CA,Los Angeles
90660,33.985812,-118.088787,Pico Rivera,CA,Los Angeles
90661,33.786594,-118.298662,Pico Rivera,CA,Los Angeles
90662,33.786594,-118.298662,Pico Rivera,CA,Los Angeles
90665,33.786594,-118.298662,Pico Rivera,CA,Los Angeles
90670,33.927063,-118.063698,Santa Fe Springs,CA,Los Angeles
90671,33.786594,-118.298662,Santa Fe Springs,CA,Los Angeles
90680,33.640302,-117.769442,Stanton,CA,Orange
90701,33.865395,-118.073148,Artesia,CA,Los Angeles
90702,33.786594,-118.298662,Artesia,CA,Los Angeles
90703,33.866914,-118.068648,Cerritos,CA,Los Angeles
90704,33.786594,-118.298662,Avalon,CA,Los Angeles
90706,33.888014,-118.12965,Bellflower,CA,Los Angeles
90707,33.786594,-118.298662,Bellflower,CA,Los Angeles
90710,33.791267,-118.251554,Harbor City,CA,Los Angeles
90711,33.786594,-118.298662,Lakewood,CA,Los Angeles
90712,33.845624,-118.14645,Lakewood,CA,Los Angeles
90713,33.850465,-118.109399,Lakewood,CA,Los Angeles
90714,33.851215,-118.1339,Lakewood,CA,Los Angeles
90715,33.840565,-118.078748,Lakewood,CA,Los Angeles
90716,33.830967,-118.072796,Hawaiian Gardens,CA,Los Angeles
90717,33.786594,-118.298662,Lomita,CA,Los Angeles
90720,33.640302,-117.769442,Los Alamitos,CA,Orange
90721,33.640302,-117.769442,Los Alamitos,CA,Orange
90723,33.899015,-118.165152,Paramount,CA,Los Angeles
90731,33.753088,-118.253053,San Pedro,CA,Los Angeles
90732,33.786594,-118.298662,San Pedro,CA,Los Angeles
90733,33.786594,-118.298662,San Pedro,CA,Los Angeles
90734,33.786594,-118.298662,San Pedro,CA,Los Angeles
90740,33.640302,-117.769442,Seal Beach,CA,Orange
90742,33.640302,-117.769442,Sunset Beach,CA,Orange
90743,33.640302,-117.769442,Surfside,CA,Orange
90744,33.779417,-118.253853,Wilmington,CA,Los Angeles
90745,33.813317,-118.261154,Carson,CA,Los Angeles
90746,33.859716,-118.255204,Carson,CA,Los Angeles
90747,33.867138,-118.253825,Carson,CA,Los Angeles
90748,33.786594,-118.298662,Wilmington,CA,Los Angeles
90749,33.786594,-118.298662,Carson,CA,Los Angeles
90801,33.804309,-118.200957,Long Beach,CA,Los Angeles
90802,33.756024,-118.201101,Long Beach,CA,Los Angeles
90803,33.759885,-118.13016,Long Beach,CA,Los Angeles
90804,33.785666,-118.135699,Long Beach,CA,Los Angeles
90805,33.838815,-118.1576,Long Beach,CA,Los Angeles
90806,33.795016,-118.172801,Long Beach,CA,Los Angeles
90807,33.831466,-118.181102,Long Beach,CA,Los Angeles
90808,33.800266,-118.106132,Long Beach,CA,Los Angeles
90809,33.786594,-118.298662,Long Beach,CA,Los Angeles
90810,33.819266,-118.232453,Long Beach,CA,Los Angeles
90813,33.780017,-118.183701,Long Beach,CA,Los Angeles
90814,33.771301,-118.142654,Long Beach,CA,Los Angeles
90815,33.793516,-118.114612,Long Beach,CA,Los Angeles
90822,33.792666,-118.1638,Long Beach,CA,Los Angeles
90831,33.767817,-118.199401,Long Beach,CA,Los Angeles
90832,33.786594,-118.298662,Long Beach,CA,Los Angeles
90833,33.767817,-118.199401,Long Beach,CA,Los Angeles
90834,33.767817,-118.199401,Long Beach,CA,Los Angeles
90835,33.767817,-118.199401,Long Beach,CA,Los Angeles
90840,33.784266,-118.115698,Long Beach,CA,Los Angeles
90842,33.786594,-118.298662,Long Beach,CA,Los Angeles
90844,33.786594,-118.298662,Long Beach,CA,Los Angeles
90845,33.786594,-118.298662,Long Beach,CA,Los Angeles
90846,33.824918,-118.150352,Long Beach,CA,Los Angeles
90847,33.786594,-118.298662,Long Beach,CA,Los Angeles
90848,33.786594,-118.298662,Long Beach,CA,Los Angeles
90853,33.786594,-118.298662,Long Beach,CA,Los Angeles
90888,33.786594,-118.298662,Long Beach,CA,Los Angeles
91001,33.786594,-118.298662,Altadena,CA,Los Angeles
91003,33.786594,-118.298662,Altadena,CA,Los Angeles
91006,33.786594,-118.298662,Arcadia,CA,Los Angeles
91007,33.786594,-118.298662,Arcadia,CA,Los Angeles
91009,33.786594,-118.298662,Duarte,CA,Los Angeles
91010,33.786594,-118.298662,Duarte,CA,Los Angeles
91011,33.786594,-118.298662,La Canada Flintridge,CA,Los Angeles
91012,33.786594,-118.298662,La Canada Flintridge,CA,Los Angeles
91016,33.786594,-118.298662,Monrovia,CA,Los Angeles
91017,33.786594,-118.298662,Monrovia,CA,Los Angeles
91020,33.786594,-118.298662,Montrose,CA,Los Angeles
91021,33.786594,-118.298662,Montrose,CA,Los Angeles
91023,33.786594,-118.298662,Mount Wilson,CA,Los Angeles
91024,33.786594,-118.298662,Sierra Madre,CA,Los Angeles
91025,33.786594,-118.298662,Sierra Madre,CA,Los Angeles
91030,33.786594,-118.298662,South Pasadena,CA,Los Angeles
91031,33.786594,-118.298662,South Pasadena,CA,Los Angeles
91040,33.786594,-118.298662,Sunland,CA,Los Angeles
91041,33.786594,-118.298662,Sunland,CA,Los Angeles
91042,33.786594,-118.298662,Tujunga,CA,Los Angeles
91043,33.786594,-118.298662,Tujunga,CA,Los Angeles
91046,33.786594,-118.298662,Verdugo City,CA,Los Angeles
91050,33.786594,-118.298662,Pasadena,CA,Los Angeles
91051,33.786594,-118.298662,Pasadena,CA,Los Angeles
91066,33.786594,-118.298662,Arcadia,CA,Los Angeles
91077,33.786594,-118.298662,Arcadia,CA,Los Angeles
91101,33.786594,-118.298662,Pasadena,CA,Los Angeles
91102,33.786594,-118.298662,Pasadena,CA,Los Angeles
91103,33.786594,-118.298662,Pasadena,CA,Los Angeles
91104,33.786594,-118.298662,Pasadena,CA,Los Angeles
91105,33.786594,-118.298662,Pasadena,CA,Los Angeles
91106,33.786594,-118.298662,Pasadena,CA,Los Angeles
91107,33.786594,-118.298662,Pasadena,CA,Los Angeles
91108,33.786594,-118.298662,San Marino,CA,Los Angeles
91109,33.786594,-118.298662,Pasadena,CA,Los Angeles
91110,33.786594,-118.298662,Pasadena,CA,Los Angeles
91114,33.786594,-118.298662,Pasadena,CA,Los Angeles
91115,33.786594,-118.298662,Pasadena,CA,Los Angeles
91116,33.786594,-118.298662,Pasadena,CA,Los Angeles
91117,33.786594,-118.298662,Pasadena,CA,Los Angeles
91118,33.786594,-118.298662,San Marino,CA,Los Angeles
91121,33.786594,-118.298662,Pasadena,CA,Los Angeles
91123,33.786594,-118.298662,Pasadena,CA,Los Angeles
91124,33.786594,-118.298662,Pasadena,CA,Los Angeles
91125,33.786594,-118.298662,Pasadena,CA,Los Angeles
91126,33.786594,-118.298662,Pasadena,CA,Los Angeles
91129,33.786594,-118.298662,Pasadena,CA,Los Angeles
91131,33.786594,-118.298662,Pasadena,CA,Los Angeles
91175,33.786594,-118.298662,Pasadena,CA,Los Angeles
91182,33.786594,-118.298662,Pasadena,CA,Los Angeles
91184,33.786594,-118.298662,Pasadena,CA,Los Angeles
91185,33.786594,-118.298662,Pasadena,CA,Los Angeles
91186,33.786594,-118.298662,Pasadena,CA,Los Angeles
91187,33.786594,-118.298662,Pasadena,CA,Los Angeles
91188,33.786594,-118.298662,Pasadena,CA,Los Angeles
91189,33.786594,-118.298662,Pasadena,CA,Los Angeles
91191,33.786594,-118.298662,Pasadena,CA,Los Angeles
91201,33.786594,-118.298662,Glendale,CA,Los Angeles
91202,33.786594,-118.298662,Glendale,CA,Los Angeles
91203,33.786594,-118.298662,Glendale,CA,Los Angeles
91204,33.786594,-118.298662,Glendale,CA,Los Angeles
91205,33.786594,-118.298662,Glendale,CA,Los Angeles
91206,33.786594,-118.298662,Glendale,CA,Los Angeles
91207,33.786594,-118.298662,Glendale,CA,Los Angeles
91208,33.786594,-118.298662,Glendale,CA,Los Angeles
91209,33.786594,-118.298662,Glendale,CA,Los Angeles
91210,33.786594,-118.298662,Glendale,CA,Los Angeles
91214,33.786594,-118.298662,La Crescenta,CA,Los Angeles
91221,33.786594,-118.298662,Glendale,CA,Los Angeles
91222,33.786594,-118.298662,Glendale,CA,Los Angeles
91224,33.786594,-118.298662,La Crescenta,CA,Los Angeles
91225,33.786594,-118.298662,Glendale,CA,Los Angeles
91226,33.786594,-118.298662,Glendale,CA,Los Angeles
91301,33.786594,-118.298662,Agoura Hills,CA,Los Angeles
91302,33.786594,-118.298662,Calabasas,CA,Los Angeles
91303,33.786594,-118.298662,Canoga Park,CA,Los Angeles
91304,33.786594,-118.298662,Canoga Park,CA,Los Angeles
91305,33.786594,-118.298662,Canoga Park,CA,Los Angeles
91306,33.786594,-118.298662,Winnetka,CA,Los Angeles
91307,33.786594,-118.298662,West Hills,CA,Los Angeles
91308,33.786594,-118.298662,West Hills,CA,Los Angeles
91309,33.786594,-118.298662,Canoga Park,CA,Los Angeles
91310,33.786594,-118.298662,Castaic,CA,Los Angeles
91311,33.786594,-118.298662,Chatsworth,CA,Los Angeles
91312,33.786594,-118.298662,Chatsworth,CA,Los Angeles
91313,33.786594,-118.298662,Chatsworth,CA,Los Angeles
91316,33.786594,-118.298662,Encino,CA,Los Angeles
91319,34.032383,-119.1343,Newbury Park,CA,Ventura
91320,34.175921,-118.905874,Newbury Park,CA,Ventura
91321,33.786594,-118.298662,Newhall,CA,Los Angeles
91322,33.786594,-118.298662,Newhall,CA,Los Angeles
91324,33.786594,-118.298662,Northridge,CA,Los Angeles
91325,33.786594,-118.298662,Northridge,CA,Los Angeles
91326,33.786594,-118.298662,Northridge,CA,Los Angeles
91327,33.786594,-118.298662,Northridge,CA,Los Angeles
91328,33.786594,-118.298662,Northridge,CA,Los Angeles
91329,33.786594,-118.298662,Northridge,CA,Los Angeles
91330,33.786594,-118.298662,Northridge,CA,Los Angeles
91331,33.786594,-118.298662,Pacoima,CA,Los Angeles
91333,33.786594,-118.298662,Pacoima,CA,Los Angeles
91334,33.786594,-118.298662,Pacoima,CA,Los Angeles
91335,33.786594,-118.298662,Reseda,CA,Los Angeles
91337,33.786594,-118.298662,Reseda,CA,Los Angeles
91340,33.786594,-118.298662,San Fernando,CA,Los Angeles
91341,33.786594,-118.298662,San Fernando,CA,Los Angeles
91342,33.786594,-118.298662,Sylmar,CA,Los Angeles
91343,33.786594,-118.298662,North Hills,CA,Los Angeles
91344,33.786594,-118.298662,Granada Hills,CA,Los Angeles
91345,33.786594,-118.298662,Mission Hills,CA,Los Angeles
91346,33.786594,-118.298662,Mission Hills,CA,Los Angeles
91350,33.786594,-118.298662,Santa Clarita,CA,Los Angeles
91351,33.786594,-118.298662,Canyon Country,CA,Los Angeles
91352,33.786594,-118.298662,Sun Valley,CA,Los Angeles
91353,33.786594,-118.298662,Sun Valley,CA,Los Angeles
91354,33.786594,-118.298662,Valencia,CA,Los Angeles
91355,33.786594,-118.298662,Valencia,CA,Los Angeles
91356,33.786594,-118.298662,Tarzana,CA,Los Angeles
91357,33.786594,-118.298662,Tarzana,CA,Los Angeles
91358,34.032383,-119.1343,Thousand Oaks,CA,Ventura
91359,34.032383,-119.1343,Westlake Village,CA,Ventura
91360,34.213403,-118.800204,Thousand Oaks,CA,Ventura
91361,34.141783,-118.847732,Westlake Village,CA,Ventura
91362,34.194756,-118.823177,Thousand Oaks,CA,Ventura
91363,33.786594,-118.298662,Westlake Village,CA,Los Angeles
91364,33.786594,-118.298662,Woodland Hills,CA,Los Angeles
91365,33.786594,-118.298662,Woodland Hills,CA,Los Angeles
91367,33.786594,-118.298662,Woodland Hills,CA,Los Angeles
91371,33.786594,-118.298662,Woodland Hills,CA,Los Angeles
91372,33.786594,-118.298662,Calabasas,CA,Los Angeles
91376,33.786594,-118.298662,Agoura Hills,CA,Los Angeles
91377,34.032383,-119.1343,Oak Park,CA,Ventura
91380,33.786594,-118.298662,Santa Clarita,CA,Los Angeles
91381,33.786594,-118.298662,Stevenson Ranch,CA,Los Angeles
91382,33.786594,-118.298662,Santa Clarita,CA,Los Angeles
91383,33.786594,-118.298662,Santa Clarita,CA,Los Angeles
91384,33.786594,-118.298662,Castaic,CA,Los Angeles
91385,33.786594,-118.298662,Valencia,CA,Los Angeles
91386,33.786594,-118.298662,Canyon Country,CA,Los Angeles
91388,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91392,33.786594,-118.298662,Sylmar,CA,Los Angeles
91393,33.786594,-118.298662,North Hills,CA,Los Angeles
91394,33.786594,-118.298662,Granada Hills,CA,Los Angeles
91395,33.786594,-118.298662,Mission Hills,CA,Los Angeles
91396,33.786594,-118.298662,Winnetka,CA,Los Angeles
91399,33.786594,-118.298662,Woodland Hills,CA,Los Angeles
91401,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91402,33.786594,-118.298662,Panorama City,CA,Los Angeles
91403,33.786594,-118.298662,Sherman Oaks,CA,Los Angeles
91404,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91405,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91406,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91407,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91408,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91409,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91410,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91411,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91412,33.786594,-118.298662,Panorama City,CA,Los Angeles
91413,33.786594,-118.298662,Sherman Oaks,CA,Los Angeles
91416,33.786594,-118.298662,Encino,CA,Los Angeles
91423,33.786594,-118.298662,Sherman Oaks,CA,Los Angeles
91426,33.786594,-118.298662,Encino,CA,Los Angeles
91436,33.786594,-118.298662,Encino,CA,Los Angeles
91470,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91482,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91495,33.786594,-118.298662,Sherman Oaks,CA,Los Angeles
91496,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91497,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91499,33.786594,-118.298662,Van Nuys,CA,Los Angeles
91501,33.786594,-118.298662,Burbank,CA,Los Angeles
91502,33.786594,-118.298662,Burbank,CA,Los Angeles
91503,33.786594,-118.298662,Burbank,CA,Los Angeles
91504,33.786594,-118.298662,Burbank,CA,Los Angeles
91505,33.786594,-118.298662,Burbank,CA,Los Angeles
91506,33.786594,-118.298662,Burbank,CA,Los Angeles
91507,33.786594,-118.298662,Burbank,CA,Los Angeles
91508,33.786594,-118.298662,Burbank,CA,Los Angeles
91510,33.786594,-118.298662,Burbank,CA,Los Angeles
91521,33.786594,-118.298662,Burbank,CA,Los Angeles
91522,33.786594,-118.298662,Burbank,CA,Los Angeles
91523,33.786594,-118.298662,Burbank,CA,Los Angeles
91526,33.786594,-118.298662,Burbank,CA,Los Angeles
91601,33.786594,-118.298662,North Hollywood,CA,Los Angeles
91602,33.786594,-118.298662,North Hollywood,CA,Los Angeles
